offset_dec offset_hex byte_hex bits       field
      3653 0x00000e45 59       01011001 block.tx[12].vout[0].script_pubkey
      3654 0x00000e46 ad       10101101 block.tx[12].vout[0].script_pubkey
      3655 0x00000e47 da       11011010 block.tx[12].vout[0].script_pubkey
      3656 0x00000e48 65       01100101 block.tx[12].vout[0].script_pubkey
      3657 0x00000e49 1b       00011011 block.tx[12].vout[0].script_pubkey
      3658 0x00000e4a aa       10101010 block.tx[12].vout[0].script_pubkey
      3659 0x00000e4b 6f       01101111 block.tx[12].vout[0].script_pubkey
      3660 0x00000e4c 6e       01101110 block.tx[12].vout[0].script_pubkey
      3661 0x00000e4d 68       01101000 block.tx[12].vout[0].script_pubkey
      3662 0x00000e4e 59       01011001 block.tx[12].vout[0].script_pubkey
      3663 0x00000e4f 3d       00111101 block.tx[12].vout[0].script_pubkey
      3664 0x00000e50 94       10010100 block.tx[12].vout[0].script_pubkey
      3665 0x00000e51 2d       00101101 block.tx[12].vout[0].script_pubkey
      3666 0x00000e52 d6       11010110 block.tx[12].vout[0].script_pubkey
      3667 0x00000e53 a5       10100101 block.tx[12].vout[0].script_pubkey
      3668 0x00000e54 17       00010111 block.tx[12].vout[0].script_pubkey
      3669 0x00000e55 22       00100010 block.tx[12].vout[1].value_satoshi
      3670 0x00000e56 02       00000010 block.tx[12].vout[1].value_satoshi
      3671 0x00000e57 00       00000000 block.tx[12].vout[1].value_satoshi
      3672 0x00000e58 00       00000000 block.tx[12].vout[1].value_satoshi
      3673 0x00000e59 00       00000000 block.tx[12].vout[1].value_satoshi
      3674 0x00000e5a 00       00000000 block.tx[12].vout[1].value_satoshi
      3675 0x00000e5b 00       00000000 block.tx[12].vout[1].value_satoshi
      3676 0x00000e5c 00       00000000 block.tx[12].vout[1].value_satoshi
      3677 0x00000e5d 22       00100010 block.tx[12].vout[1].script_pubkey_length
      3678 0x00000e5e 51       01010001 block.tx[12].vout[1].script_pubkey
      3679 0x00000e5f 20       00100000 block.tx[12].vout[1].script_pubkey
      3680 0x00000e60 e9       11101001 block.tx[12].vout[1].script_pubkey
      3681 0x00000e61 60       01100000 block.tx[12].vout[1].script_pubkey
      3682 0x00000e62 10       00010000 block.tx[12].vout[1].script_pubkey
      3683 0x00000e63 e3       11100011 block.tx[12].vout[1].script_pubkey
      3684 0x00000e64 f9       11111001 block.tx[12].vout[1].script_pubkey
      3685 0x00000e65 60       01100000 block.tx[12].vout[1].script_pubkey
      3686 0x00000e66 38       00111000 block.tx[12].vout[1].script_pubkey
      3687 0x00000e67 8a       10001010 block.tx[12].vout[1].script_pubkey
      3688 0x00000e68 80       10000000 block.tx[12].vout[1].script_pubkey
      3689 0x00000e69 8f       10001111 block.tx[12].vout[1].script_pubkey
      3690 0x00000e6a d5       11010101 block.tx[12].vout[1].script_pubkey
      3691 0x00000e6b 44       01000100 block.tx[12].vout[1].script_pubkey
      3692 0x00000e6c 36       00110110 block.tx[12].vout[1].script_pubkey
      3693 0x00000e6d e6       11100110 block.tx[12].vout[1].script_pubkey
      3694 0x00000e6e 2b       00101011 block.tx[12].vout[1].script_pubkey
      3695 0x00000e6f e0       11100000 block.tx[12].vout[1].script_pubkey
      3696 0x00000e70 6d       01101101 block.tx[12].vout[1].script_pubkey
      3697 0x00000e71 65       01100101 block.tx[12].vout[1].script_pubkey
      3698 0x00000e72 90       10010000 block.tx[12].vout[1].script_pubkey
      3699 0x00000e73 73       01110011 block.tx[12].vout[1].script_pubkey
      3700 0x00000e74 fa       11111010 block.tx[12].vout[1].script_pubkey
      3701 0x00000e75 18       00011000 block.tx[12].vout[1].script_pubkey
      3702 0x00000e76 9e       10011110 block.tx[12].vout[1].script_pubkey
      3703 0x00000e77 88       10001000 block.tx[12].vout[1].script_pubkey
      3704 0x00000e78 c7       11000111 block.tx[12].vout[1].script_pubkey
      3705 0x00000e79 b3       10110011 block.tx[12].vout[1].script_pubkey
      3706 0x00000e7a 85       10000101 block.tx[12].vout[1].script_pubkey
      3707 0x00000e7b a3       10100011 block.tx[12].vout[1].script_pubkey
      3708 0x00000e7c d7       11010111 block.tx[12].vout[1].script_pubkey
      3709 0x00000e7d 29       00101001 block.tx[12].vout[1].script_pubkey
      3710 0x00000e7e 48       01001000 block.tx[12].vout[1].script_pubkey
      3711 0x00000e7f 80       10000000 block.tx[12].vout[1].script_pubkey
      3712 0x00000e80 01       00000001 block.tx[12].vin[0].witness_count
      3713 0x00000e81 40       01000000 block.tx[12].vin[0].witness[0].length
      3714 0x00000e82 f9       11111001 block.tx[12].vin[0].witness[0].data
      3715 0x00000e83 1f       00011111 block.tx[12].vin[0].witness[0].data
      3716 0x00000e84 cc       11001100 block.tx[12].vin[0].witness[0].data
      3717 0x00000e85 c2       11000010 block.tx[12].vin[0].witness[0].data
      3718 0x00000e86 74       01110100 block.tx[12].vin[0].witness[0].data
      3719 0x00000e87 47       01000111 block.tx[12].vin[0].witness[0].data
      3720 0x00000e88 89       10001001 block.tx[12].vin[0].witness[0].data
      3721 0x00000e89 fd       11111101 block.tx[12].vin[0].witness[0].data
      3722 0x00000e8a b8       10111000 block.tx[12].vin[0].witness[0].data
      3723 0x00000e8b 30       00110000 block.tx[12].vin[0].witness[0].data
      3724 0x00000e8c fd       11111101 block.tx[12].vin[0].witness[0].data
      3725 0x00000e8d 91       10010001 block.tx[12].vin[0].witness[0].data
      3726 0x00000e8e 76       01110110 block.tx[12].vin[0].witness[0].data
      3727 0x00000e8f 70       01110000 block.tx[12].vin[0].witness[0].data
      3728 0x00000e90 62       01100010 block.tx[12].vin[0].witness[0].data
      3729 0x00000e91 77       01110111 block.tx[12].vin[0].witness[0].data
      3730 0x00000e92 d4       11010100 block.tx[12].vin[0].witness[0].data
      3731 0x00000e93 7e       01111110 block.tx[12].vin[0].witness[0].data
      3732 0x00000e94 87       10000111 block.tx[12].vin[0].witness[0].data
      3733 0x00000e95 c0       11000000 block.tx[12].vin[0].witness[0].data
      3734 0x00000e96 2a       00101010 block.tx[12].vin[0].witness[0].data
      3735 0x00000e97 a2       10100010 block.tx[12].vin[0].witness[0].data
      3736 0x00000e98 4f       01001111 block.tx[12].vin[0].witness[0].data
      3737 0x00000e99 41       01000001 block.tx[12].vin[0].witness[0].data
      3738 0x00000e9a 48       01001000 block.tx[12].vin[0].witness[0].data
      3739 0x00000e9b 41       01000001 block.tx[12].vin[0].witness[0].data
      3740 0x00000e9c 2d       00101101 block.tx[12].vin[0].witness[0].data
      3741 0x00000e9d c4       11000100 block.tx[12].vin[0].witness[0].data
      3742 0x00000e9e 47       01000111 block.tx[12].vin[0].witness[0].data
      3743 0x00000e9f 26       00100110 block.tx[12].vin[0].witness[0].data
      3744 0x00000ea0 02       00000010 block.tx[12].vin[0].witness[0].data
      3745 0x00000ea1 76       01110110 block.tx[12].vin[0].witness[0].data
      3746 0x00000ea2 0f       00001111 block.tx[12].vin[0].witness[0].data
      3747 0x00000ea3 ca       11001010 block.tx[12].vin[0].witness[0].data
      3748 0x00000ea4 ab       10101011 block.tx[12].vin[0].witness[0].data
      3749 0x00000ea5 18       00011000 block.tx[12].vin[0].witness[0].data
      3750 0x00000ea6 93       10010011 block.tx[12].vin[0].witness[0].data
      3751 0x00000ea7 ff       11111111 block.tx[12].vin[0].witness[0].data
      3752 0x00000ea8 ca       11001010 block.tx[12].vin[0].witness[0].data
      3753 0x00000ea9 9b       10011011 block.tx[12].vin[0].witness[0].data
      3754 0x00000eaa 9c       10011100 block.tx[12].vin[0].witness[0].data
      3755 0x00000eab 7b       01111011 block.tx[12].vin[0].witness[0].data
      3756 0x00000eac 79       01111001 block.tx[12].vin[0].witness[0].data
      3757 0x00000ead 5e       01011110 block.tx[12].vin[0].witness[0].data
      3758 0x00000eae f6       11110110 block.tx[12].vin[0].witness[0].data
      3759 0x00000eaf 20       00100000 block.tx[12].vin[0].witness[0].data
      3760 0x00000eb0 46       01000110 block.tx[12].vin[0].witness[0].data
      3761 0x00000eb1 19       00011001 block.tx[12].vin[0].witness[0].data
      3762 0x00000eb2 94       10010100 block.tx[12].vin[0].witness[0].data
      3763 0x00000eb3 09       00001001 block.tx[12].vin[0].witness[0].data
      3764 0x00000eb4 9a       10011010 block.tx[12].vin[0].witness[0].data
      3765 0x00000eb5 40       01000000 block.tx[12].vin[0].witness[0].data
      3766 0x00000eb6 22       00100010 block.tx[12].vin[0].witness[0].data
      3767 0x00000eb7 b3       10110011 block.tx[12].vin[0].witness[0].data
      3768 0x00000eb8 fd       11111101 block.tx[12].vin[0].witness[0].data
      3769 0x00000eb9 8e       10001110 block.tx[12].vin[0].witness[0].data
      3770 0x00000eba f1       11110001 block.tx[12].vin[0].witness[0].data
      3771 0x00000ebb 9f       10011111 block.tx[12].vin[0].witness[0].data
      3772 0x00000ebc ff       11111111 block.tx[12].vin[0].witness[0].data
      3773 0x00000ebd 79       01111001 block.tx[12].vin[0].witness[0].data
      3774 0x00000ebe d3       11010011 block.tx[12].vin[0].witness[0].data
      3775 0x00000ebf 4a       01001010 block.tx[12].vin[0].witness[0].data
      3776 0x00000ec0 bc       10111100 block.tx[12].vin[0].witness[0].data
      3777 0x00000ec1 44       01000100 block.tx[12].vin[0].witness[0].data
      3778 0x00000ec2 ec       11101100 block.tx[12].locktime
      3779 0x00000ec3 35       00110101 block.tx[12].locktime
      3780 0x00000ec4 02       00000010 block.tx[12].locktime
      3781 0x00000ec5 00       00000000 block.tx[12].locktime
      3782 0x00000ec6 02       00000010 block.tx[13].version
      3783 0x00000ec7 00       00000000 block.tx[13].version
      3784 0x00000ec8 00       00000000 block.tx[13].version
      3785 0x00000ec9 00       00000000 block.tx[13].version
      3786 0x00000eca 00       00000000 block.tx[13].marker
      3787 0x00000ecb 01       00000001 block.tx[13].flag
      3788 0x00000ecc 05       00000101 block.tx[13].input_count
      3789 0x00000ecd 7b       01111011 block.tx[13].vin[0].prev_txid_le
      3790 0x00000ece 01       00000001 block.tx[13].vin[0].prev_txid_le
      3791 0x00000ecf 1f       00011111 block.tx[13].vin[0].prev_txid_le
      3792 0x00000ed0 87       10000111 block.tx[13].vin[0].prev_txid_le
      3793 0x00000ed1 9f       10011111 block.tx[13].vin[0].prev_txid_le
      3794 0x00000ed2 04       00000100 block.tx[13].vin[0].prev_txid_le
      3795 0x00000ed3 1e       00011110 block.tx[13].vin[0].prev_txid_le
      3796 0x00000ed4 a0       10100000 block.tx[13].vin[0].prev_txid_le
      3797 0x00000ed5 d7       11010111 block.tx[13].vin[0].prev_txid_le
      3798 0x00000ed6 3b       00111011 block.tx[13].vin[0].prev_txid_le
      3799 0x00000ed7 ad       10101101 block.tx[13].vin[0].prev_txid_le
      3800 0x00000ed8 af       10101111 block.tx[13].vin[0].prev_txid_le
      3801 0x00000ed9 da       11011010 block.tx[13].vin[0].prev_txid_le
      3802 0x00000eda b1       10110001 block.tx[13].vin[0].prev_txid_le
      3803 0x00000edb ed       11101101 block.tx[13].vin[0].prev_txid_le
      3804 0x00000edc 42       01000010 block.tx[13].vin[0].prev_txid_le
      3805 0x00000edd 21       00100001 block.tx[13].vin[0].prev_txid_le
      3806 0x00000ede c2       11000010 block.tx[13].vin[0].prev_txid_le
      3807 0x00000edf dd       11011101 block.tx[13].vin[0].prev_txid_le
      3808 0x00000ee0 8e       10001110 block.tx[13].vin[0].prev_txid_le
      3809 0x00000ee1 4e       01001110 block.tx[13].vin[0].prev_txid_le
      3810 0x00000ee2 5d       01011101 block.tx[13].vin[0].prev_txid_le
      3811 0x00000ee3 52       01010010 block.tx[13].vin[0].prev_txid_le
      3812 0x00000ee4 aa       10101010 block.tx[13].vin[0].prev_txid_le
      3813 0x00000ee5 3d       00111101 block.tx[13].vin[0].prev_txid_le
      3814 0x00000ee6 ed       11101101 block.tx[13].vin[0].prev_txid_le
      3815 0x00000ee7 6d       01101101 block.tx[13].vin[0].prev_txid_le
      3816 0x00000ee8 4e       01001110 block.tx[13].vin[0].prev_txid_le
      3817 0x00000ee9 48       01001000 block.tx[13].vin[0].prev_txid_le
      3818 0x00000eea a8       10101000 block.tx[13].vin[0].prev_txid_le
      3819 0x00000eeb 86       10000110 block.tx[13].vin[0].prev_txid_le
      3820 0x00000eec d9       11011001 block.tx[13].vin[0].prev_txid_le
      3821 0x00000eed 01       00000001 block.tx[13].vin[0].prev_vout
      3822 0x00000eee 00       00000000 block.tx[13].vin[0].prev_vout
      3823 0x00000eef 00       00000000 block.tx[13].vin[0].prev_vout
      3824 0x00000ef0 00       00000000 block.tx[13].vin[0].prev_vout
      3825 0x00000ef1 00       00000000 block.tx[13].vin[0].script_sig_length
      3826 0x00000ef2 ff       11111111 block.tx[13].vin[0].sequence
      3827 0x00000ef3 ff       11111111 block.tx[13].vin[0].sequence
      3828 0x00000ef4 ff       11111111 block.tx[13].vin[0].sequence
      3829 0x00000ef5 ff       11111111 block.tx[13].vin[0].sequence
      3830 0x00000ef6 15       00010101 block.tx[13].vin[1].prev_txid_le
      3831 0x00000ef7 b5       10110101 block.tx[13].vin[1].prev_txid_le
      3832 0x00000ef8 62       01100010 block.tx[13].vin[1].prev_txid_le
      3833 0x00000ef9 de       11011110 block.tx[13].vin[1].prev_txid_le
      3834 0x00000efa ea       11101010 block.tx[13].vin[1].prev_txid_le
      3835 0x00000efb 6c       01101100 block.tx[13].vin[1].prev_txid_le
      3836 0x00000efc 21       00100001 block.tx[13].vin[1].prev_txid_le
      3837 0x00000efd 27       00100111 block.tx[13].vin[1].prev_txid_le
      3838 0x00000efe fd       11111101 block.tx[13].vin[1].prev_txid_le
      3839 0x00000eff 65       01100101 block.tx[13].vin[1].prev_txid_le
      3840 0x00000f00 43       01000011 block.tx[13].vin[1].prev_txid_le
      3841 0x00000f01 0d       00001101 block.tx[13].vin[1].prev_txid_le
      3842 0x00000f02 86       10000110 block.tx[13].vin[1].prev_txid_le
      3843 0x00000f03 18       00011000 block.tx[13].vin[1].prev_txid_le
      3844 0x00000f04 bd       10111101 block.tx[13].vin[1].prev_txid_le
      3845 0x00000f05 92       10010010 block.tx[13].vin[1].prev_txid_le
      3846 0x00000f06 b1       10110001 block.tx[13].vin[1].prev_txid_le
      3847 0x00000f07 49       01001001 block.tx[13].vin[1].prev_txid_le
      3848 0x00000f08 22       00100010 block.tx[13].vin[1].prev_txid_le
      3849 0x00000f09 65       01100101 block.tx[13].vin[1].prev_txid_le
      3850 0x00000f0a 65       01100101 block.tx[13].vin[1].prev_txid_le
      3851 0x00000f0b 59       01011001 block.tx[13].vin[1].prev_txid_le
      3852 0x00000f0c 5f       01011111 block.tx[13].vin[1].prev_txid_le
      3853 0x00000f0d 49       01001001 block.tx[13].vin[1].prev_txid_le
      3854 0x00000f0e c8       11001000 block.tx[13].vin[1].prev_txid_le
      3855 0x00000f0f ea       11101010 block.tx[13].vin[1].prev_txid_le
      3856 0x00000f10 6c       01101100 block.tx[13].vin[1].prev_txid_le
      3857 0x00000f11 08       00001000 block.tx[13].vin[1].prev_txid_le
      3858 0x00000f12 79       01111001 block.tx[13].vin[1].prev_txid_le
      3859 0x00000f13 28       00101000 block.tx[13].vin[1].prev_txid_le
      3860 0x00000f14 95       10010101 block.tx[13].vin[1].prev_txid_le
      3861 0x00000f15 cc       11001100 block.tx[13].vin[1].prev_txid_le
      3862 0x00000f16 01       00000001 block.tx[13].vin[1].prev_vout
      3863 0x00000f17 00       00000000 block.tx[13].vin[1].prev_vout
      3864 0x00000f18 00       00000000 block.tx[13].vin[1].prev_vout
      3865 0x00000f19 00       00000000 block.tx[13].vin[1].prev_vout
      3866 0x00000f1a 00       00000000 block.tx[13].vin[1].script_sig_length
      3867 0x00000f1b ff       11111111 block.tx[13].vin[1].sequence
      3868 0x00000f1c ff       11111111 block.tx[13].vin[1].sequence
      3869 0x00000f1d ff       11111111 block.tx[13].vin[1].sequence
      3870 0x00000f1e ff       11111111 block.tx[13].vin[1].sequence
      3871 0x00000f1f 9c       10011100 block.tx[13].vin[2].prev_txid_le
      3872 0x00000f20 0a       00001010 block.tx[13].vin[2].prev_txid_le
      3873 0x00000f21 da       11011010 block.tx[13].vin[2].prev_txid_le
      3874 0x00000f22 47       01000111 block.tx[13].vin[2].prev_txid_le
      3875 0x00000f23 7d       01111101 block.tx[13].vin[2].prev_txid_le
      3876 0x00000f24 77       01110111 block.tx[13].vin[2].prev_txid_le
      3877 0x00000f25 b6       10110110 block.tx[13].vin[2].prev_txid_le
      3878 0x00000f26 5c       01011100 block.tx[13].vin[2].prev_txid_le
